Rowid,AS_LOCATIONS2011,X,Y,KD490_4KM_A20111,KD490_4KM_A201_1,KD490_4KM_A201_2,KD490_4KM_A201_3,KD490_4KM_A201_4,KD490_4KM_A201_5,KD490_4KM_A201_6,KD490_4KM_A201_7
963,7995464,-91.09477758,28.86296927,0,0,0,0,2.220920086,0,0.387100011,0.292199999
964,7995464,-91.46851667,28.86033333,0,0,0,0,1.542729974,0,0.414299995,0.223710001
965,7995464,-91.27793333,28.86021667,0,0,0,0,1.767400026,0,0.507700026,0
966,7995464,-92.07331703,28.85981361,0,0.22044,0,0,0.968500018,0,0.218050003,0.139349997
967,7995464,-91.38145793,28.85973792,0,0,0,0,1.605999947,0,0.448229998,0.233600006
968,7995464,-90.13385,28.85935,0,0.261200011,0,0,0,0,1.015470028,0
969,7995464,-92.96575828,28.85889393,0,0,0,0,0,0,0.159799993,0
970,7995464,-91.8680834,28.85856835,0,0.229640007,0,0,1.011479974,0,0.443969995,0.143179998
971,7995464,-92.25300961,28.85743841,0,0.247510001,0,0,0.40448001,0,0.13222,0.246110007
972,7995464,-89.85676586,28.85696488,0,0,0.747959971,0,0,0,1.296200037,0
973,7995464,-91.66291779,28.85685879,0,0,0,0,1.372470021,0,0,0.251599997
974,7995464,-92.25244596,28.85682232,0,0.247510001,0,0,0.40448001,0,0.13222,0.246110007
975,7995464,-90.1644267,28.85625655,0,0.261200011,0,0,0,0,1.015470028,0
976,7995464,-90.87113333,28.85558333,0,0,0,0,0,0,0,0.285840005
977,7995464,-91.10080697,28.8540011,0,0,0,0,2.220920086,0,0.387100011,0.292199999
978,7995464,-90.16295116,28.85318711,0,0.261200011,0,0,0,0,1.015470028,0
979,7995464,-92.77570642,28.85153229,0,0,0,0,0.141029999,0,0.114440002,0
980,7995464,-91.86038569,28.85094108,0,0.229640007,0,0,1.011479974,0,0.443969995,0.143179998
981,7995464,-90.87299085,28.84957819,0,0,0,0,0,0,0,0.285840005
982,7995464,-91.66161575,28.84745952,0,0,0,0,1.372470021,0,0,0.251599997
983,7995464,-92.2702636,28.84715189,0,0.247510001,0,0,0.40448001,0,0.13222,0.246110007
984,7995464,-90.1635564,28.84695326,0,0.261200011,0,0,0,0,1.015470028,0
985,7995464,-90.16621239,28.8468929,0,0.261200011,0,0,0,0,1.015470028,0
986,7995464,-91.37734604,28.84627698,0,0,0,0,1.605999947,0,0.448229998,0.233600006
987,7995464,-91.10181516,28.84442624,0,0,0,0,2.220920086,0,0.387100011,0.292199999
988,7995464,-91.85896667,28.84358333,0,0.229640007,0,0,1.011479974,0,0.443969995,0.143179998
989,7995464,-93.85501667,28.83923333,0,0,0,0,0,0,0.10052,0
990,7995464,-92.59471263,28.83775409,0,0,0,0,0.234439999,0,0.143010005,0
991,7995464,-90.49359524,28.83588497,0,0,0,0,0,0,0.273000002,0.118929997
992,7995464,-91.37371319,28.83552958,0,0,0,0,2.279530048,0,0.498650014,0.394230008
993,7995464,-92.77444403,28.83540759,0,0,0,0,0.141029999,0,0.114440002,0
994,7995464,-92.28091127,28.83501657,0,0.247510001,0,0,0.40448001,0,0.13222,0.246110007
995,7995464,-90.69703423,28.83331422,0,0.196099997,0,0,0,0,0,0
996,7995464,-92.08843333,28.832,0,0.199000001,0,0,0.539110005,0,0.252389997,0.148959994
997,7995464,-92.59899805,28.83068172,0,0,0,0,0.190830007,0,0.146280006,0
998,7995464,-91.50229547,28.83049407,0,0,0,0,1.207049966,0,0.268070012,0.205799997
999,7995464,-92.32979918,28.82868054,0,0.186230004,0,0,0.306080014,0,0.119630001,0
1000,7995464,-92.78598554,28.82818651,0,0,0,0,0.138129994,0,0.112819999,0
1001,7995464,-92.59499868,28.82791047,0,0,0,0,0.190830007,0,0.146280006,0
1002,7995464,-90.29536667,28.82563333,0,0.192880005,0,0,0,0,0.452490002,0.225490004
1003,7995464,-91.85388581,28.82543754,0,0.229599997,0,0,0.824959993,0,0.376060009,0.14553
1004,7995464,-91.88858262,28.82479802,0,0.187179998,0,0,0.865090013,0,0.257660002,0.15422
1005,7995464,-90.16481667,28.82428333,0,0.244330004,0,0,0,0,0,0
1006,7995464,-89.74508333,28.82386667,0,0,0.73743999,0,0,0,1.07949996,0
1007,7995464,-91.09873534,28.82274718,0,0,0,0,1.11943996,0,0.342079997,0.224710003
1008,7995464,-92.32814593,28.8226824,0,0.186230004,0,0,0.306080014,0,0.119630001,0
1009,7995464,-91.68009466,28.8225375,0,0,0,0,0.83209002,0,0.322699994,0
1010,7995464,-91.85045873,28.82222874,0,0.229599997,0,0,0.824959993,0,0.376060009,0.14553
1011,7995464,-92.78157061,28.82214633,0,0,0,0,0.138129994,0,0.112819999,0
1012,7995464,-92.32785352,28.82122067,0,0.186230004,0,0,0.306080014,0,0.119630001,0
1013,7995464,-92.59862655,28.82103814,0,0,0,0,0.190830007,0,0.146280006,0
1014,7995464,-92.29061026,28.82087708,0,0.18299,0,0,0.275970012,0,0.12951,0
1015,7995464,-92.32648333,28.81945,0,0.186230004,0,0,0.306080014,0,0.119630001,0
1016,7995464,-91.09928534,28.81666384,0,0,0,0,1.11943996,0,0.342079997,0.224710003
1017,7995464,-91.47565345,28.81626009,0,0,0,0,1.319030046,0,0.351889998,0
1018,7995464,-91.66731696,28.81525371,0,0,0,0,0.83209002,0,0.322699994,0
1019,7995464,-91.09966339,28.81348579,0,0,0,0,1.11943996,0,0.342079997,0.224710003
1020,7995464,-91.5278999,28.81330223,0,0,0,0,1.207049966,0,0.268070012,0.205799997
1021,7995464,-90.8716819,28.81321189,0,0,0,0,0,0,0.257340014,0.242249995
1022,7995464,-89.95019775,28.81252977,0,0,0,0,0,0,0.991999984,0.847239971
1023,7995464,-90.87424189,28.81192441,0,0,0,0,0,0,0.257340014,0.242249995
1024,7995464,-91.64146056,28.8107793,0,0,0,0,1.064280033,0,0.26730001,0.262699991
1025,7995464,-91.8466002,28.8104239,0,0.229599997,0,0,0.824959993,0,0.376060009,0.14553
1026,7995464,-91.89503333,28.81008333,0,0.187179998,0,0,0.865090013,0,0.257660002,0.15422
1027,7995464,-90.1254,28.80921667,0,0.244330004,0,0,0,0,0,0
1028,7995464,-91.28996736,28.80748302,0,0,0,0,1.355450034,0,0.590560019,0
1029,7995464,-90.87081765,28.80738744,0,0,0,0,0,0,0.257340014,0.242249995
1030,7995464,-91.36709605,28.80738055,0,0.227699995,0,0,1.59920001,0,0.397130013,0.231000006
1031,7995464,-91.53135911,28.80732384,0,0,0,0,1.207049966,0,0.268070012,0.205799997
1032,7995464,-91.10141667,28.80558333,0,0,0,0,1.11943996,0,0.342079997,0.224710003
1033,7995464,-91.33586408,28.80530486,0,0.227699995,0,0,1.59920001,0,0.397130013,0.231000006
1034,7995464,-90.33496849,28.80467249,0,0.200179994,0,0,0,0,0.399179995,0.171939999
1035,7995464,-91.5405005,28.80421032,0,0,0,0,1.207049966,0,0.268070012,0.205799997
1036,7995464,-92.60802637,28.80357678,0,0,0,0,0.190830007,0,0.146280006,0
1037,7995464,-91.90313333,28.80175,0,0.187179998,0,0,0.865090013,0,0.257660002,0.15422
1038,7995464,-91.28638333,28.79675,0,0,0,0,1.355450034,0,0.590560019,0
1039,7995464,-92.36929413,28.79668871,0,0.192359999,0,0,0.281459987,0,0.115369998,0
1040,7995464,-91.48118333,28.7962,0,0,0,0,1.319030046,0,0.351889998,0
1041,7995464,-89.92628333,28.7951,0,0,0,0,0,0,0.991999984,0.847239971
1042,7995464,-91.29168333,28.79476667,0,0,0,0,1.840919971,0,0.48943001,0
1043,7995464,-90.16626653,28.79443202,0,0.244330004,0,0,0,0,0,0
1044,7995464,-92.95776056,28.7941547,0,0,0,0,0,0,0.148090005,0
1045,7995464,-92.78830243,28.79365874,0,0,0,0,0.138129994,0,0.112819999,0
1046,7995464,-92.97054324,28.79340328,0,0,0,0,0,0,0.128079996,0
1047,7995464,-91.55463308,28.79194828,0,0.186199993,0,0,1.276430011,0,0.269439995,0.226199999
1048,7995464,-92.61010774,28.79124221,0,0,0,0,0.107199997,0,0.137099996,0
1049,7995464,-90.24414455,28.79053802,0,0.199379995,0,0,0,0,0,0
1050,7995464,-93.85842976,28.79038038,0,0,0,0,0,0,0,0
1051,7995464,-90.46151667,28.7898,0,0.182490006,0,0,0,0,0.239079997,0.108999997
1052,7995464,-90.1622459,28.78830164,0,0.250750005,0,0,0,0,0,0
1053,7995464,-89.92306776,28.78818197,0,0,0,0,0,0,0,0
1054,7995464,-91.35714689,28.78529374,0,0,0,0,1.217329979,0,0.380600005,0.204600006
1055,7995464,-90.53061463,28.78400348,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1056,7995464,-90.53061463,28.78400348,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1057,7995464,-90.16754251,28.7836428,0,0.230609998,0,0,0,0,0,0
1058,7995464,-92.61366053,28.78311491,0,0,0,0,0.107199997,0,0.137099996,0
1059,7995464,-93.06401569,28.78296667,0,0,0,0,0,0,0.171379998,0
1060,7995464,-89.91731667,28.78258333,0,0,0,0,0,0,0,0
1061,7995464,-90.54244521,28.78199125,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1062,7995464,-91.10472242,28.78103073,0,0,0,0,0.832300007,0,0.33138001,0.209639996
1063,7995464,-92.79318266,28.78082682,0,0,0,0,0.13888,0,0.114359997,0
1064,7995464,-90.8717895,28.78035746,0,0,0,0,0,0,0.200819999,0.194999993
1065,7995464,-91.8363923,28.78032013,0,0.205400005,0,0,0.640919983,0,0.390350014,0.131600007
1066,7995464,-92.96846667,28.77946667,0,0,0,0,0,0,0.121979997,0
1067,7995464,-91.49032075,28.77839191,0,0.176650003,0,0,1.137770057,0,0.291599989,0
1068,7995464,-90.11391667,28.7782,0,0.233940005,0,0,0,0,0,0
1069,7995464,-92.37459552,28.77818821,0,0.252359986,0,0,0.306620002,0,0.125949994,0
1070,7995464,-90.53894778,28.77683868,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1071,7995464,-90.53761445,28.77625535,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1072,7995464,-90.53247908,28.77611779,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1073,7995464,-92.96940048,28.7759508,0,0,0,0,0,0,0.121979997,0
1074,7995464,-92.37305931,28.77522803,0,0.252359986,0,0,0.306620002,0,0.125949994,0
1075,7995464,-90.53052261,28.77496947,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1076,7995464,-90.55128579,28.77352538,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1077,7995464,-89.93430296,28.77318245,0,0,0,0,0,0,0,0
1078,7995464,-92.80329604,28.77260635,0,0,0,0,0.13888,0,0.114359997,0
1079,7995464,-92.62799379,28.7724024,0,0,0,0,0.108960003,0,0.134560004,0
1080,7995464,-91.58495921,28.77198882,0,0,0,0,1.083310008,0,0.250079989,0.176599994
1081,7995464,-90.52413927,28.77175281,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1082,7995464,-90.52899406,28.77138053,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1083,7995464,-90.55407598,28.77087803,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1084,7995464,-92.37439282,28.77005986,0,0.252359986,0,0,0.306620002,0,0.125949994,0
1085,7995464,-91.69878333,28.76966667,0,0,0,0,1.086310029,0,0.252249986,0.210500002
1086,7995464,-90.55456892,28.76852677,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1087,7995464,-90.55442927,28.76848427,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1088,7995464,-90.55426423,28.76843404,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1089,7995464,-90.51882948,28.76688121,0,0.175520003,0,0,0,0,0.150999993,0.109499998
1090,7995464,-92.80629536,28.76627377,0,0,0,0,0.13888,0,0.114359997,0
1091,7995464,-91.34382736,28.76407187,0,0,0,0,1.217329979,0,0.380600005,0.204600006
1092,7995464,-91.35867758,28.76375867,0,0,0,0,1.217329979,0,0.380600005,0.204600006
1093,7995464,-90.49969344,28.76171257,0,0.182490006,0,0,0,0,0.239079997,0.108999997
1094,7995464,-90.00306244,28.76161991,0,0,0,0,0,0,0,0
1095,7995464,-92.37951667,28.76136667,0,0.18186,0,0,0.2755,0,0.114380002,0
1096,7995464,-93.85729903,28.76101743,0,0,0,0,0,0,0,0
1097,7995464,-92.1389072,28.76080917,0,0,0,0,0.458700001,0,0.278149992,0.119800001
1098,7995464,-90.55491747,28.75941899,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1099,7995464,-90.11596277,28.75867291,0,0.233940005,0,0,0,0,0,0
1100,7995464,-89.96006812,28.75742535,0,0,0,0,0,0,0,0
1101,7995464,-92.1408,28.7572,0,0,0,0,0.458700001,0,0.278149992,0.119800001
1102,7995464,-91.82952885,28.75718423,0,0,0,0,0.761629999,0,0.399949998,0.135930002
1103,7995464,-92.80701667,28.75673333,0,0,0,0,0.13888,0,0.114359997,0
1104,7995464,-90.86906667,28.7566,0,0,0,0,0,0,0.200819999,0.194999993
1105,7995464,-92.14849298,28.75630252,0,0,0,0,0.458700001,0,0.278149992,0.119800001
1106,7995464,-90.1150461,28.75583958,0,0.233940005,0,0,0,0,0,0
1107,7995464,-89.56065,28.7556,0,0,0.68730998,0,0,0,0.721469998,0
1108,7995464,-91.49795,28.75498333,0,0.176650003,0,0,1.137770057,0,0.291599989,0
1109,7995464,-90.49391144,28.7545308,0,0.182490006,0,0,0,0,0.239079997,0.108999997
1110,7995464,-90.11446277,28.75402291,0,0.233940005,0,0,0,0,0,0
1111,7995464,-90.48390048,28.75243254,0,0.182490006,0,0,0,0,0.239079997,0.108999997
1112,7995464,-91.82644564,28.75116493,0,0,0,0,0.761629999,0,0.399949998,0.135930002
1113,7995464,-92.13201667,28.75111667,0,0,0,0,0.458700001,0,0.278149992,0.119800001
1114,7995464,-90.56007413,28.75086819,0,0.181590006,0,0,0,0,0.147799999,0.117959999
1115,7995464,-89.64705,28.75045,0,0,0.613430023,0,0,0,0.99338001,0
1116,7995464,-89.99295341,28.74983393,0,0,0,0,0,0,0,0
1117,7995464,-91.70761667,28.74938333,0,0,0,0,0.717119992,0,0.25169,0.193599999
1118,7995464,-90.15414946,28.74859401,0,0,0,0,0,0,0,0
1119,7995464,-90.47092959,28.74712831,0,0.172879994,0,0,0,0,0,0
1120,7995464,-91.33659404,28.74705487,0,0,0,0,1.138339996,0,0.337909997,0
1121,7995464,-90.56231873,28.74626487,0,0.165260002,0,0,0,0,0,0
1122,7995464,-91.93525175,28.74613965,0,0.124920003,0,0,0.592999995,0,0.238480002,0.144219995
1123,7995464,-92.38383333,28.74603333,0,0.137079999,0,0,0.196850002,0,0.090879999,0
1124,7995464,-92.8004008,28.74581807,0,0,0,0,0.124289997,0,0.114119999,0
1125,7995464,-92.97193333,28.74571667,0,0,0,0,0,0,0.119560003,0
1126,7995464,-92.6306,28.74561667,0,0,0,0,0.098240003,0,0.10971,0
1127,7995464,-91.62896667,28.7456,0,0,0,0,1.000800014,0,0.231230006,0
1128,7995464,-90.11197032,28.7449138,0,0,0,0,0,0,0,0
1129,7995464,-92.79653926,28.74394194,0,0,0,0,0.124289997,0,0.114119999,0
1130,7995464,-92.43266629,28.74388719,0,0.180999994,0,0,0.112999998,0,0.090400003,0
1131,7995464,-91.33307588,28.74374137,0,0,0,0,0.504119992,0,0.353179991,0.181500003
1132,7995464,-90.4628349,28.74337224,0,0.172879994,0,0,0,0,0,0
1133,7995464,-92.43604429,28.74118843,0,0.180999994,0,0,0.112999998,0,0.090400003,0
1134,7995464,-90.4441761,28.74009215,0,0.168779999,0,0,0,0,0.417100012,0
1135,7995464,-91.33132702,28.74004099,0,0,0,0,0.504119992,0,0.353179991,0.181500003
1136,7995464,-91.50955321,28.73927344,0,0.146559998,0,0,0.981050014,0,0.205620006,0
1137,7995464,-90.11033699,28.73873047,0,0,0,0,0,0,0,0
1138,7995464,-89.91681672,28.73816974,0,0,0,0,0,0,0.774800003,0
1139,7995464,-89.91793333,28.7365,0,0,0,0,0,0,0.774800003,0
1140,7995464,-90.10878333,28.73578333,0,0,0,0,0,0,0,0
1141,7995464,-91.6485673,28.73534261,0,0,0,0,1.000800014,0,0.231230006,0
1142,7995464,-92.14531337,28.73487397,0,0,0,0,0.359019995,0,0.235369995,0
1143,7995464,-92.97408756,28.73361182,0,0,0,0,0,0,0.119560003,0
1144,7995464,-90.56598333,28.733,0,0.165260002,0,0,0,0,0,0
1145,7995464,-92.63881667,28.73288333,0,0,0,0,0.098240003,0,0.10971,0
1146,7995464,-90.23046321,28.73225668,0,0.208279997,0,0,0,0,0,0
1147,7995464,-90.16843236,28.73221591,0,0.208279997,0,0,0,0,0,0
1148,7995464,-90.41973005,28.73166559,0,0.168779999,0,0,0,0,0.417100012,0
1149,7995464,-91.33294584,28.73058078,0,0,0,0,0.504119992,0,0.353179991,0.181500003
1150,7995464,-90.19573333,28.72933333,0,0.208279997,0,0,0,0,0,0
1151,7995464,-92.44026944,28.72918253,0,0.180999994,0,0,0.112999998,0,0.090400003,0
1152,7995464,-91.04664342,28.72856798,0,0.227899998,0,0,0.686930001,0,0.31795001,0.199000001
1153,7995464,-91.65616812,28.72834936,0,0,0,0,1.000800014,0,0.231230006,0
1154,7995464,-92.97714802,28.72751315,0,0,0,0,0,0,0.119560003,0
1155,7995464,-90.16605326,28.72739359,0,0,0,0,0,0,0,0
1156,7995464,-92.9749921,28.72698723,0,0,0,0,0,0,0.119560003,0
1157,7995464,-91.3285684,28.72565091,0,0,0,0,0.504119992,0,0.353179991,0.181500003
1158,7995464,-90.41189876,28.72341704,0,0.155689999,0,0,0,0,0.513059974,0
1159,7995464,-91.10908333,28.7223,0,0,0,0,0.751600027,0,0.406859994,0
1160,7995464,-90.25931096,28.7222403,0,0.203930005,0,0,0,0,0.627160013,0
1161,7995464,-90.85462253,28.72175727,0,0,0,0,0,0,0.141069993,0.154799998
1162,7995464,-90.56930601,28.72080984,0,0.165260002,0,0,0,0,0,0
1163,7995464,-91.32250873,28.71963937,0,0,0,0,0.504119992,0,0.353179991,0.181500003
1164,7995464,-93.85600701,28.71887681,0,0,0,0,0,0,0,0
1165,7995464,-90.04492846,28.71736364,0,0.164920002,0,0,0,0,0,0
1166,7995464,-90.86719034,28.71595385,0,0,0,0,0,0,0.141069993,0.154799998
1167,7995464,-90.25903393,28.71420201,0,0.203930005,0,0,0,0,0.627160013,0
1168,7995464,-92.97740212,28.71408148,0,0,0,0,0,0,0.119560003,0
1169,7995464,-91.51807745,28.71247452,0,0.146559998,0,0,0.981050014,0,0.205620006,0
1170,7995464,-91.94783785,28.71208079,0,0.124920003,0,0,0.592999995,0,0.238480002,0.144219995
1171,7995464,-90.38317973,28.71193949,0,0.155689999,0,0,0,0,0.513059974,0
1172,7995464,-90.36755773,28.71174542,0,0.159040004,0,0,0,0,0.56953001,0
1173,7995464,-89.57974797,28.70955915,0,0,0.566600025,0,0,0,0.676370025,0
1174,7995464,-92.44908889,28.70943111,0,0.180999994,0,0,0.112999998,0,0.090400003,0
1175,7995464,-92.3956179,28.70941495,0,0.137079999,0,0,0.196850002,0,0.090879999,0
1176,7995464,-91.32436896,28.7090609,0,0,0,0,0.504119992,0,0.353179991,0.181500003
1177,7995464,-91.08521667,28.70866667,0,0,0,0,0.751600027,0,0.406859994,0
1178,7995464,-90.57312349,28.70841385,0,0.165260002,0,0,0,0,0,0
1179,7995464,-90.37281433,28.70790485,0,0.135399997,0,0,0,0,0.587050021,0
1180,7995464,-93.85632346,28.70697105,0,0,0,0,0,0,0.110600002,0
1181,7995464,-90.95157531,28.70688614,0,0,0,0,0,0,0,0
1182,7995464,-90.98709167,28.706425,0,0,0,0,0,0,0,0
1183,7995464,-90.06329199,28.70624053,0,0,0,0,0,0,0.810679972,0
1184,7995464,-91.32027927,28.70541573,0,0,0,0,0.389679998,0,0.351980001,0
1185,7995464,-91.01156667,28.7050198,0,0,0,0,0.477120012,0,0,0
1186,7995464,-91.51460091,28.70463623,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1187,7995464,-91.00165514,28.70452581,0,0,0,0,0.477120012,0,0,0
1188,7995464,-91.00165514,28.70452581,0,0,0,0,0.477120012,0,0,0
1189,7995464,-91.01156667,28.7044812,0,0,0,0,0.477120012,0,0,0
1190,7995464,-89.90496749,28.70438729,0,0,0,0,0,0,0.766700029,0
1191,7995464,-89.68338723,28.70422709,0,0.518559992,0.792089999,0.985230029,0,0,1.04745996,0
1192,7995464,-89.90593197,28.70414617,0,0,0,0,0,0,0.766700029,0
1193,7995464,-90.97599095,28.70407215,0,0,0,0,0,0,0,0
1194,7995464,-90.9787938,28.70383555,0,0,0,0,0,0,0,0
1195,7995464,-90.96685227,28.70378363,0,0,0,0,0,0,0,0
1196,7995464,-92.80896584,28.70372648,0,0,0,0,0.113399997,0,0.104800001,0
1197,7995464,-90.93677742,28.7028107,0,0,0,0,0,0,0,0
1198,7995464,-90.93152887,28.70261226,0,0,0,0,0,0,0,0
1199,7995464,-92.39725505,28.70227278,0,0.087669998,0,0,0,0,0.086479999,0
1200,7995464,-94.10472903,28.70218333,0,0,0,0,0,0,0.101429999,0
1201,7995464,-90.28426559,28.70167513,0,0.158040002,0,0,0,0,0.99605,0.30577001
1202,7995464,-90.34185262,28.70131161,0,0.135399997,0,0,0,0,0.587050021,0
1203,7995464,-92.64531427,28.70035357,0,0,0,0,0.082050003,0,0.082730003,0
1204,7995464,-90.07473333,28.7002,0,0,0,0,0,0,0.810679972,0
1205,7995464,-91.3148874,28.69953427,0,0,0,0,0.389679998,0,0.351980001,0
1206,7995464,-90.68298112,28.6988062,0,0.186930001,0,0,0,0,0,0
1207,7995464,-90.25537353,28.69790827,0,0.158040002,0,0,0,0,0.99605,0.30577001
1208,7995464,-92.17058203,28.69784592,0,0,0,0,0.291999996,0,0.206780002,0
1209,7995464,-91.72001408,28.69520127,0,0,0,0,0.542159975,0,0.419079989,0
1210,7995464,-91.70811588,28.69488652,0,0,0,0,0.519599974,0,0.277269989,0
1211,7995464,-91.09016112,28.6948726,0,0,0,0,0.273559988,0,0,0
1212,7995464,-91.52203253,28.69418101,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1213,7995464,-90.87022531,28.6933451,0,0,0,0,0,0,0,0
1214,7995464,-90.32484627,28.69244453,0,0.148809999,0,0,0,0,0.859899998,0.578199983
1215,7995464,-93.656477,28.69199484,0,0,0,0,0,0,0.112070002,0
1216,7995464,-91.31018202,28.69107286,0,0,0,0,0.389679998,0,0.351980001,0
1217,7995464,-91.71585671,28.68968429,0,0,0,0,0.542159975,0,0.419079989,0
1218,7995464,-91.34968333,28.68896667,0,0,0,0,0.663929999,0,0.329519987,0
1219,7995464,-92.39966566,28.68890803,0,0.087669998,0,0,0,0,0.086479999,0
1220,7995464,-91.3517,28.68788333,0,0,0,0,0.663929999,0,0.329519987,0
1221,7995464,-90.31364624,28.68775299,0,0.148809999,0,0,0,0,0.859899998,0.578199983
1222,7995464,-92.18067158,28.68741372,0,0,0,0,0.291999996,0,0.206780002,0
1223,7995464,-91.96306105,28.6867061,0,0.084409997,0,0,0.437869996,0,0.293850005,0.152600005
1224,7995464,-90.9200737,28.68659437,0,0,0,0,0,0,0,0
1225,7995464,-92.96375012,28.68637055,0,0,0,0,0,0,0.123070002,0
1226,7995464,-91.35598333,28.68615,0,0,0,0,0.663929999,0,0.329519987,0
1227,7995464,-91.51730443,28.68546433,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1228,7995464,-89.64286855,28.68541202,0,0.548319995,0.864199996,1.151200056,0,0,1.312019944,0
1229,7995464,-91.53283333,28.6849,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1230,7995464,-91.36063333,28.68413333,0,0,0,0,0.663929999,0,0.329519987,0
1231,7995464,-91.69244614,28.68345255,0,0,0,0,0.519599974,0,0.277269989,0
1232,7995464,-92.18673092,28.6832761,0,0,0,0,0.291999996,0,0.206780002,0
1233,7995464,-91.31259382,28.68260242,0,0,0,0,0.389679998,0,0.351980001,0
1234,7995464,-91.3646,28.68225,0,0,0,0,0.663929999,0,0.329519987,0
1235,7995464,-89.6676339,28.67998989,0,0.518559992,0.792089999,0.985230029,0,0,1.04745996,0
1236,7995464,-90.91096667,28.67915,0,0,0,0,0,0,0,0
1237,7995464,-90.58820462,28.67780241,0,0.181170002,0,0,0,0,0,0
1238,7995464,-91.80292798,28.67739267,0,0,0,0,0.626630008,0,0.452699989,0.15693
1239,7995464,-91.32669183,28.67720719,0,0,0,0,0.389679998,0,0.351980001,0
1240,7995464,-90.27280054,28.67605268,0,0.158040002,0,0,0,0,0.99605,0.30577001
1241,7995464,-91.37608333,28.67503333,0,0,0,0,0.963500023,0,0.269899994,0
1242,7995464,-91.73706522,28.67471464,0,0,0,0,0.542159975,0,0.419079989,0
1243,7995464,-90.47838333,28.67448333,0,0.157059997,0,0,0,0,0.455720007,0
1244,7995464,-91.3231,28.67445,0,0,0,0,0.389679998,0,0.351980001,0
1245,7995464,-91.52999174,28.67414474,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1246,7995464,-92.18735,28.67411667,0,0,0,0,0.291999996,0,0.206780002,0
1247,7995464,-90.26858517,28.67143662,0,0.158040002,0,0,0,0,0.99605,0.30577001
1248,7995464,-91.73799148,28.67143288,0,0,0,0,0.542159975,0,0.419079989,0
1249,7995464,-89.6514,28.67096667,0,0.548319995,0.864199996,1.151200056,0,0,1.312019944,0
1250,7995464,-90.90547692,28.67064161,0,0,0,0,0,0,0,0
1251,7995464,-91.53767206,28.67058368,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1252,7995464,-90.59107129,28.67053574,0,0.181170002,0,0,0,0,0,0
1253,7995464,-91.74985,28.67046667,0,0,0,0,0.542159975,0,0.419079989,0
1254,7995464,-91.80112869,28.67035956,0,0,0,0,0.626630008,0,0.452699989,0.15693
1255,7995464,-91.9832,28.66905,0,0.084409997,0,0,0.437869996,0,0.293850005,0.152600005
1256,7995464,-91.51748706,28.66762737,0,0.154699996,0,0,1.130370021,0,0.235039994,0
1257,7995464,-92.81897932,28.66674438,0,0,0,0,0.113399997,0,0.104800001,0
1258,7995464,-92.54333749,28.66601152,0,0,0,0,0.079240002,0,0.079960003,0
1259,7995464,-91.32271021,28.6656589,0,0,0,0,0.366899997,0,0.347380012,0
1260,7995464,-91.30536382,28.66532057,0,0,0,0,0.366899997,0,0.347380012,0
1261,7995464,-90.58949456,28.66532014,0,0.160089999,0,0,0,0,0,0
1262,7995464,-91.3811159,28.66484978,0,0,0,0,0.760330021,0,0.272469997,0
1263,7995464,-90.89776856,28.66367257,0,0,0,0,0,0,0,0
1264,7995464,-90.28399386,28.66283673,0,0.116360001,0,0,0,0,0.542219996,0.422780007
1265,7995464,-90.59454634,28.66218705,0,0.160089999,0,0,0,0,0,0
1266,7995464,-89.89801667,28.66213333,0,0,0,0,0,0,0.823080003,0
1267,7995464,-94.10329989,28.66045337,0,0,0,0,0,0,0.094599999,0
1268,7995464,-92.66623097,28.66030774,0,0,0,0,0.09138,0,0.076229997,0
1269,7995464,-92.82846667,28.66003333,0,0,0,0,0.105290003,0,0.079470001,0
1270,7995464,-92.19775328,28.65991194,0,0,0,0,0.124200001,0,0.102509998,0
1271,7995464,-90.86937857,28.6596683,0,0,0,0,0,0,0,0
1272,7995464,-90.2393582,28.65932756,0,0.112899996,0,0,0,0,0.625519991,0.319959998
1273,7995464,-89.68856995,28.6576724,0,0.130280003,0.810599983,0,0,0,1.311800003,0
1274,7995464,-90.09028333,28.65726667,0,0,0,0,0,0,0.418529987,0
1275,7995464,-91.01257723,28.65707015,0,0,0,0,0.281269997,0,0,0
1276,7995464,-91.53363033,28.6566888,0,0,0,0,1.079570055,0,0.136529997,0
